"vehicle_make_name","Frequency","sas_yr_of_crsh","sas_mnth_of_crsh"
"Mack","26","2016","Aug"
"Mack","33","2016","Sep"
"Mack","36","2016","Oct"
"Mack","17","2016","Nov"
"Mack","22","2016","Dec"
"Mazda","51","2015","Jan"
"Mazda","62","2015","Feb"
"Mazda","61","2015","Mar"
"Mazda","63","2015","Apr"
"Mazda","82","2015","May"
"Mazda","49","2015","Jun"
"Mazda","67","2015","Jul"
"Mazda","72","2015","Aug"
"Mazda","79","2015","Sep"
"Mazda","82","2015","Oct"
"Mazda","55","2015","Nov"
"Mazda","72","2015","Dec"
"Mazda","58","2016","Jan"
"Mazda","48","2016","Feb"
"Mazda","59","2016","Mar"
"Mazda","75","2016","Apr"
"Mazda","81","2016","May"
"Mazda","68","2016","Jun"
"Mazda","63","2016","Jul"
"Mazda","63","2016","Aug"
"Mazda","85","2016","Sep"
"Mazda","70","2016","Oct"
"Mazda","81","2016","Nov"
"Mazda","69","2016","Dec"
"MCI","1","2015","Jan"
"MCI","2","2015","Feb"
"MCI","6","2015","Jun"
"MCI","1","2015","Jul"
"MCI","10","2015","Aug"
"MCI","53","2015","Sep"
"MCI","2","2015","Nov"
"MCI","11","2015","Dec"
"MCI","22","2016","Jan"
"MCI","35","2016","Feb"
"MCI","1","2016","Aug"
"MCI","34","2016","Sep"
"MCI","43","2016","Oct"
"MCI","1","2016","Dec"
"Mercedes-Benz","31","2015","Jan"
"Mercedes-Benz","21","2015","Feb"
"Mercedes-Benz","52","2015","Mar"
"Mercedes-Benz","40","2015","Apr"
"Mercedes-Benz","55","2015","May"
"Mercedes-Benz","39","2015","Jun"
"Mercedes-Benz","37","2015","Jul"
"Mercedes-Benz","35","2015","Aug"
"Mercedes-Benz","31","2015","Sep"
"Mercedes-Benz","57","2015","Oct"
"Mercedes-Benz","56","2015","Nov"
"Mercedes-Benz","59","2015","Dec"
"Mercedes-Benz","54","2016","Jan"
"Mercedes-Benz","51","2016","Feb"
"Mercedes-Benz","32","2016","Mar"
"Mercedes-Benz","63","2016","Apr"
"Mercedes-Benz","38","2016","May"
"Mercedes-Benz","59","2016","Jun"
"Mercedes-Benz","55","2016","Jul"
"Mercedes-Benz","46","2016","Aug"
"Mercedes-Benz","39","2016","Sep"
"Mercedes-Benz","71","2016","Oct"
"Mercedes-Benz","51","2016","Nov"
"Mercedes-Benz","52","2016","Dec"
"Mercury","69","2015","Jan"
"Mercury","42","2015","Feb"
"Mercury","61","2015","Mar"
"Mercury","72","2015","Apr"
"Mercury","75","2015","May"
"Mercury","59","2015","Jun"
"Mercury","58","2015","Jul"
"Mercury","86","2015","Aug"
"Mercury","55","2015","Sep"
"Mercury","62","2015","Oct"
"Mercury","77","2015","Nov"
"Mercury","79","2015","Dec"
"Mercury","58","2016","Jan"
"Mercury","33","2016","Feb"
"Mercury","58","2016","Mar"
"Mercury","63","2016","Apr"
"Mercury","57","2016","May"
"Mercury","75","2016","Jun"
"Mercury","70","2016","Jul"
"Mercury","58","2016","Aug"
"Mercury","60","2016","Sep"
"Mercury","99","2016","Oct"
"Mercury","61","2016","Nov"
"Mercury","71","2016","Dec"
"Mitsubishi","33","2015","Jan"
"Mitsubishi","24","2015","Feb"
"Mitsubishi","24","2015","Mar"
"Mitsubishi","38","2015","Apr"
"Mitsubishi","80","2015","May"
"Mitsubishi","54","2015","Jun"
"Mitsubishi","65","2015","Jul"
"Mitsubishi","55","2015","Aug"
"Mitsubishi","62","2015","Sep"
"Mitsubishi","70","2015","Oct"
"Mitsubishi","48","2015","Nov"
"Mitsubishi","59","2015","Dec"
"Mitsubishi","42","2016","Jan"
"Mitsubishi","33","2016","Feb"
"Mitsubishi","61","2016","Mar"
"Mitsubishi","47","2016","Apr"
"Mitsubishi","57","2016","May"
"Mitsubishi","60","2016","Jun"
"Mitsubishi","68","2016","Jul"
"Mitsubishi","43","2016","Aug"
"Mitsubishi","66","2016","Sep"
"Mitsubishi","44","2016","Oct"
"Mitsubishi","50","2016","Nov"
"Mitsubishi","53","2016","Dec"
"Moto Guzzi","3","2015","Jul"
"Moto Guzzi","1","2015","Sep"
"Moto Guzzi","1","2015","Nov"
"Moto Guzzi","1","2015","Dec"
"Moto Guzzi","1","2016","Jan"
"Not Reported (Since 2010)","2","2015","Jan"
"Not Reported (Since 2010)","1","2015","Mar"
"Not Reported (Since 2010)","1","2015","Aug"
"Not Reported (Since 2010)","2","2016","Apr"
"Not Reported (Since 2010)","1","2016","Jul"
"Not Reported (Since 2010)","1","2016","Nov"
"Oldsmobile","23","2015","Jan"
"Oldsmobile","37","2015","Feb"
"Oldsmobile","38","2015","Mar"
"Oldsmobile","36","2015","Apr"
"Oldsmobile","30","2015","May"
"Oldsmobile","27","2015","Jun"
"Oldsmobile","26","2015","Jul"
"Oldsmobile","39","2015","Aug"
"Oldsmobile","33","2015","Sep"
"Oldsmobile","24","2015","Oct"
"Oldsmobile","38","2015","Nov"
"Oldsmobile","17","2015","Dec"
"Oldsmobile","33","2016","Jan"
"Oldsmobile","36","2016","Feb"
"Oldsmobile","39","2016","Mar"
"Oldsmobile","18","2016","Apr"
"Oldsmobile","35","2016","May"
"Oldsmobile","19","2016","Jun"
"Oldsmobile","22","2016","Jul"
"Oldsmobile","31","2016","Aug"
"Oldsmobile","41","2016","Sep"
"Oldsmobile","34","2016","Oct"
"Oldsmobile","38","2016","Nov"
"Oldsmobile","36","2016","Dec"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","1","2015","Jan"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","2","2015","Jun"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","1","2015","Nov"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","3","2016","Apr"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","1","2016","May"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","2","2016","Jun"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","2","2016","Jul"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","3","2016","Aug"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","2","2016","Sep"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","2","2016","Oct"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","3","2016","Nov"
"Other Domestic
Avanti
Checker
DeSoto
Excalibur
Hudson
Packard
Panoz
Saleen
Studebaker
Stutz
Tesla (Since 2014)","1","2016","Dec"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","2","2015","Jan"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","5","2015","Feb"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","6","2015","Mar"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","5","2015","May"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","3","2015","Jun"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","4","2015","Jul"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","11","2015","Aug"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","3","2015","Sep"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","11","2015","Oct"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","5","2015","Nov"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","15","2015","Dec"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","4","2016","Jan"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","1","2016","Feb"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","3","2016","Mar"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","7","2016","Apr"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","5","2016","May"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","3","2016","Jun"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","5","2016","Jul"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","5","2016","Aug"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","13","2016","Sep"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","3","2016","Oct"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","14","2016","Nov"
"Other Imports
Aston Martin
Bentley
Bertone
Bricklin
Bugatti
Caterham
Citroen
DeLorean
Desta
Ferrari
Fisker
Gazelle
Hillman
Jensen
Koenigsegg
Lada
Lamborghini
Lotus
Mahindra (Since 2013)
Maserati
Maybach
McLaren
Mini Cooper
Morgan
Morris
Reliant (British)
Rolls-Royce
Simca
Singer
Spyker
Sunbeam
TVR","5","2016","Dec"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","62","2015","Jan"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","52","2015","Feb"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","66","2015","Mar"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","100","2015","Apr"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","104","2015","May"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","100","2015","Jun"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","134","2015","Jul"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","136","2015","Aug"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","132","2015","Sep"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","180","2015","Oct"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","99","2015","Nov"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","92","2015","Dec"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","83","2016","Jan"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","101","2016","Feb"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","95","2016","Mar"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","101","2016","Apr"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","219","2016","May"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","119","2016","Jun"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","141","2016","Jul"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","197","2016","Aug"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","140","2016","Sep"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","169","2016","Oct"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","124","2016","Nov"
"Other Make
Auto-Union-DKW
Carpenter
Collins Bus
DINA
Divco
Hino
Mid Bus
Neoplan
Orion
Oshkosh
Scania
Sterling
UD
Van Hool
Western Star","124","2016","Dec"
"Peterbilt","46","2015","Jan"
"Peterbilt","32","2015","Feb"
"Peterbilt","47","2015","Mar"
"Peterbilt","44","2015","Apr"
"Peterbilt","48","2015","May"
"Peterbilt","49","2015","Jun"
"Peterbilt","53","2015","Jul"
"Peterbilt","59","2015","Aug"
"Peterbilt","46","2015","Sep"
"Peterbilt","70","2015","Oct"
"Peterbilt","48","2015","Nov"
"Peterbilt","67","2015","Dec"
"Peterbilt","40","2016","Jan"
"Peterbilt","36","2016","Feb"
"Peterbilt","59","2016","Mar"
"Peterbilt","55","2016","Apr"
"Peterbilt","50","2016","May"
"Peterbilt","51","2016","Jun"
"Peterbilt","53","2016","Jul"
"Peterbilt","78","2016","Aug"
"Peterbilt","44","2016","Sep"
"Peterbilt","58","2016","Oct"
"Peterbilt","50","2016","Nov"
"Peterbilt","53","2016","Dec"
"Peugeot","1","2015","Dec"
"Plymouth","12","2015","Jan"
"Plymouth","4","2015","Feb"
"Plymouth","10","2015","Mar"
"Plymouth","14","2015","Apr"
"Plymouth","13","2015","May"
"Plymouth","4","2015","Jun"
"Plymouth","4","2015","Jul"
"Plymouth","6","2015","Aug"
"Plymouth","9","2015","Sep"
"Plymouth","10","2015","Oct"
"Plymouth","11","2015","Nov"
"Plymouth","9","2015","Dec"
"Plymouth","3","2016","Jan"
"Plymouth","8","2016","Feb"
"Plymouth","8","2016","Mar"
"Plymouth","5","2016","Apr"
"Plymouth","17","2016","May"
"Plymouth","12","2016","Jun"
"Plymouth","14","2016","Jul"
"Plymouth","5","2016","Aug"
"Plymouth","6","2016","Sep"
"Plymouth","8","2016","Oct"
"Plymouth","13","2016","Nov"
"Plymouth","3","2016","Dec"
"Pontiac","100","2015","Jan"
"Pontiac","75","2015","Feb"
"Pontiac","97","2015","Mar"
"Pontiac","110","2015","Apr"
"Pontiac","112","2015","May"
"Pontiac","98","2015","Jun"
"Pontiac","109","2015","Jul"
"Pontiac","121","2015","Aug"
"Pontiac","86","2015","Sep"
"Pontiac","132","2015","Oct"
"Pontiac","103","2015","Nov"
"Pontiac","117","2015","Dec"
"Pontiac","104","2016","Jan"
"Pontiac","101","2016","Feb"
"Pontiac","116","2016","Mar"
"Pontiac","140","2016","Apr"
"Pontiac","110","2016","May"
"Pontiac","85","2016","Jun"
"Pontiac","99","2016","Jul"
"Pontiac","97","2016","Aug"
"Pontiac","135","2016","Sep"
"Pontiac","104","2016","Oct"
"Pontiac","99","2016","Nov"
"Pontiac","99","2016","Dec"
"Porsche","2","2015","Jan"
"Porsche","6","2015","Feb"
"Porsche","5","2015","Mar"
"Porsche","2","2015","Apr"
"Porsche","2","2015","May"
"Porsche","3","2015","Jun"
"Porsche","2","2015","Jul"
"Porsche","6","2015","Aug"
"Porsche","7","2015","Sep"
"Porsche","4","2015","Oct"
"Porsche","4","2015","Nov"
"Porsche","8","2015","Dec"
"Porsche","10","2016","Jan"
"Porsche","3","2016","Feb"
"Porsche","8","2016","Mar"
"Porsche","3","2016","Apr"
"Porsche","7","2016","May"
"Porsche","7","2016","Jun"
"Porsche","3","2016","Jul"
"Porsche","6","2016","Sep"
"Porsche","4","2016","Oct"
"Porsche","4","2016","Nov"
"Saab","1","2015","Jan"
"Saab","2","2015","Feb"
"Saab","6","2015","Mar"
"Saab","2","2015","Apr"
"Saab","7","2015","May"
"Saab","5","2015","Jun"
"Saab","7","2015","Jul"
"Saab","3","2015","Aug"
"Saab","3","2015","Sep"
"Saab","1","2015","Oct"
"Saab","4","2015","Nov"
"Saab","4","2015","Dec"
"Saab","4","2016","Jan"
"Saab","5","2016","Feb"
"Saab","5","2016","Mar"
"Saab","7","2016","Apr"
"Saab","5","2016","May"
"Saab","2","2016","Jun"
"Saab","5","2016","Aug"
"Saab","1","2016","Sep"
"Saab","4","2016","Oct"
"Saab","6","2016","Nov"
"Saab","2","2016","Dec"
"Saturn","50","2015","Jan"
"Saturn","41","2015","Feb"
"Saturn","57","2015","Mar"
"Saturn","23","2015","Apr"
"Saturn","38","2015","May"
"Saturn","54","2015","Jun"
"Saturn","37","2015","Jul"
"Saturn","58","2015","Aug"
"Saturn","47","2015","Sep"
"Saturn","63","2015","Oct"
"Saturn","70","2015","Nov"
"Saturn","51","2015","Dec"
"Saturn","75","2016","Jan"
"Saturn","51","2016","Feb"
"Saturn","48","2016","Mar"
"Saturn","50","2016","Apr"
"Saturn","49","2016","May"
"Saturn","49","2016","Jun"
"Saturn","37","2016","Jul"
"Saturn","69","2016","Aug"
"Saturn","45","2016","Sep"
"Saturn","56","2016","Oct"
"Saturn","79","2016","Nov"
"Saturn","77","2016","Dec"
"Scion (Since 2012)","1","2015","Jan"
"Scion (Since 2012)","7","2015","Feb"
"Scion (Since 2012)","5","2015","Mar"
"Scion (Since 2012)","4","2015","Apr"
"Scion (Since 2012)","11","2015","May"
"Scion (Since 2012)","2","2015","Jun"
"Scion (Since 2012)","1","2015","Jul"
"Scion (Since 2012)","5","2015","Aug"
"Scion (Since 2012)","8","2015","Sep"
"Scion (Since 2012)","3","2015","Oct"
"Scion (Since 2012)","3","2015","Nov"
"Scion (Since 2012)","9","2015","Dec"
"Scion (Since 2012)","4","2016","Feb"
"Scion (Since 2012)","17","2016","Mar"
"Scion (Since 2012)","2","2016","Apr"
"Scion (Since 2012)","12","2016","May"
"Scion (Since 2012)","14","2016","Jun"
"Scion (Since 2012)","2","2016","Jul"
"Scion (Since 2012)","4","2016","Aug"
"Scion (Since 2012)","10","2016","Sep"
"Scion (Since 2012)","8","2016","Oct"
"Scion (Since 2012)","11","2016","Nov"
"Scion (Since 2012)","4","2016","Dec"
"Smart (Since 2010)","1","2015","Jan"
"Smart (Since 2010)","1","2015","Jul"
"Smart (Since 2010)","1","2015","Aug"
"Smart (Since 2010)","1","2015","Sep"
"Smart (Since 2010)","3","2015","Oct"
"Smart (Since 2010)","1","2015","Nov"
"Smart (Since 2010)","2","2016","Feb"
"Smart (Since 2010)","1","2016","Apr"
"Smart (Since 2010)","2","2016","May"
"Smart (Since 2010)","1","2016","Sep"
"Smart (Since 2010)","1","2016","Dec"
"Subaru","45","2015","Jan"
"Subaru","43","2015","Feb"
"Subaru","70","2015","Mar"
"Subaru","47","2015","Apr"
"Subaru","51","2015","May"
"Subaru","69","2015","Jun"
"Subaru","72","2015","Jul"
"Subaru","71","2015","Aug"
"Subaru","57","2015","Sep"
"Subaru","48","2015","Oct"
"Subaru","40","2015","Nov"
"Subaru","46","2015","Dec"
